stock,open,low,high,close
stockU,36769.90,32292.46,41199.46,36528.48
stockJ,47667.15,41399.74,47802.13,47459.31
stockJ,45404.16,40207.56,47034.89,44677.88
stockT,40822.75,30565.99,47687.93,34332.90
stockR,40508.88,37660.99,41906.41,37704.17
stockP,40752.48,23709.73,43045.32,33582.15
stockC,39753.69,34912.45,39815.30,35588.26
stockV,29897.11,22519.08,42198.77,32714.53
stockW,53508.99,37811.69,57776.77,52430.37
stockC,42835.79,39724.91,52745.88,50612.40
stockW,33086.25,31219.03,50179.72,36819.47
stockM,36311.39,36002.41,37563.57,36472.80
stockE,41461.72,40989.04,41930.12,41733.97
stockV,37909.30,28538.24,44935.88,29299.59
stockJ,45107.00,21134.03,48637.66,21789.70
stockT,33852.75,31854.80,44447.85,41957.88
stockZ,27824.52,19098.21,60754.23,32001.01
stockW,36978.77,36849.26,40996.62,40995.14
stockH,40332.61,39158.10,48642.68,47477.61
stockV,42292.32,41019.55,44807.17,43813.58
stockK,47971.51,44178.81,49279.18,47745.17
stockQ,56789.09,44583.57,61480.61,48501.21
stockE,28732.36,25233.20,28759.84,25292.53
stockY,50734.43,35019.37,50862.90,43176.53
stockC,30391.28,29492.33,30645.15,30602.43
stockM,18649.03,16141.22,21856.92,21573.90
stockK,42758.35,34096.90,47544.35,40242.32
stockI,30383.79,21286.94,48239.74,23904.86
stockK,41523.26,32043.89,49175.52,46588.99
stockE,34379.37,30602.84,43094.28,42247.43
stockL,35916.71,19558.30,41300.50,39663.55
stockP,41801.03,41666.26,41827.42,41821.21
stockJ,19990.83,18248.64,26102.37,23389.92
stockX,64488.57,51538.62,66794.45,59953.38
stockK,34707.84,27041.66,36610.47,35869.64
stockH,41147.87,39584.30,42523.99,42522.56
stockO,32687.30,27673.54,50059.21,38601.77
stockP,65818.87,55798.81,68077.89,63207.95
stockH,42075.84,41366.45,47636.43,42088.30
stockA,22513.52,15189.82,37369.73,17859.56
stockX,31092.28,29127.97,32258.68,31554.15
stockV,49095.39,42452.93,49491.14,46106.61
stockI,42999.91,30022.60,50545.87,35162.45
stockM,31814.67,29194.22,38874.47,34533.27
stockE,38819.01,26482.62,39371.21,28983.91
stockI,28959.31,28419.76,40113.67,29044.54
stockA,35539.80,12187.30,37879.45,21215.53
stockS,30074.80,29049.01,31983.53,31257.34
stockX,33396.13,27460.79,42031.20,31364.80
stockX,49300.60,45367.80,51902.72,50098.31
stockE,34155.75,32148.05,41490.00,40963.84
stockI,31041.86,28777.64,37714.28,36860.18
stockT,20165.16,18779.25,26795.35,25072.61
stockS,42880.56,42096.05,43480.16,42403.12
stockL,38479.77,25960.64,42565.68,40817.18
stockP,38726.48,32087.73,42371.78,34103.91
stockY,49432.43,28421.32,60436.67,32595.55
stockS,25076.55,25048.80,33239.85,32363.31
stockD,26252.29,21688.86,37074.08,35659.26
stockA,40535.33,40101.49,61804.15,54038.27
stockJ,49487.48,23703.13,50103.48,40275.11
stockK,21730.56,9039.45,47165.30,42171.81
stockH,28675.07,26140.12,31965.69,31783.20
stockU,42188.64,41858.20,46859.02,43460.22
stockO,46048.60,17947.32,61286.99,56714.82
stockR,48563.88,43372.88,53125.79,49864.19
stockK,37197.15,18288.41,38289.02,37707.68
stockD,42489.95,34504.92,45620.37,44905.57
stockY,27528.40,23278.83,39913.24,36166.69
stockQ,28963.44,27177.12,29670.76,28721.50
stockE,31613.02,28214.79,43150.71,38735.68
stockJ,38240.18,33779.94,44684.46,38703.03
stockY,60304.28,46696.73,60543.51,49298.03
stockU,58507.93,48418.33,63872.71,59360.70
stockV,24227.30,17094.46,25660.76,24989.21
stockV,44892.21,42711.40,47751.59,44987.53
stockS,36108.24,35371.84,45388.62,37817.25
stockV,32609.53,32066.90,39061.29,32414.01
stockW,28825.56,28820.52,28897.95,28861.06
stockU,30087.85,26468.01,56066.50,32725.05
stockZ,46556.57,32730.01,47122.92,33397.97
stockW,31378.44,29610.95,34775.93,32817.85
stockI,35955.53,28269.22,37118.62,32751.76
stockR,44762.90,40260.01,54177.64,49183.09
stockC,41285.06,38470.98,51409.08,46783.80
stockQ,35120.50,31953.19,46629.77,39705.84
stockU,34733.18,29900.40,53075.35,49622.53
stockP,18988.20,15996.90,23706.86,21121.34
stockM,35468.90,33620.24,35646.60,34455.59
stockN,44049.34,41904.56,52604.99,43817.46
stockG,38952.59,29391.44,40025.78,39918.59
stockK,37369.02,36752.58,69914.34,59087.56
stockB,32762.16,26544.33,33362.47,29433.73
stockZ,19072.87,14232.51,36853.14,17652.61
stockE,35853.21,35838.82,36201.85,35863.13
stockN,34951.89,15889.33,46140.73,17071.87
stockP,32540.70,32186.66,33010.41,32610.77
stockF,33508.18,24622.64,41784.93,26376.46
stockM,32582.88,32095.12,53761.73,33955.23
stockM,30045.48,29360.15,34068.57,31331.85
stockT,30183.79,29065.46,30413.21,29349.52
stockH,33368.76,33335.49,33487.23,33383.64
stockF,30918.07,17520.25,34451.54,27845.56
stockV,41648.44,37610.14,52819.19,47221.71
stockE,32564.65,32521.62,33379.48,32895.15
stockF,39137.01,29316.14,47200.27,42643.10
stockY,38980.49,36925.97,39893.33,37483.07
stockA,38489.94,37694.79,48965.74,40119.69
stockG,53388.86,40632.81,54086.18,53757.11
stockE,49491.30,49318.24,50292.51,50132.31
stockL,30367.32,10565.83,34732.76,27528.38
stockY,49532.25,41555.41,54384.78,47947.46
stockT,38337.10,38120.46,38971.25,38326.01
stockY,21290.74,14573.36,36979.49,22796.11
stockQ,37241.18,36469.72,38085.01,37830.10
stockT,36987.50,12224.77,39938.59,12408.57
stockT,40002.84,35230.88,41514.48,37057.33
stockV,46498.83,38403.86,50294.70,42337.39
stockP,25589.26,24507.67,39675.05,24583.55
stockV,49399.21,48919.38,49457.62,49340.45
stockD,40842.44,20458.56,60783.29,32874.26
stockS,37824.77,28966.11,39629.26,38413.18
stockE,40422.45,39881.79,40654.43,40416.08
stockP,39306.65,39219.85,42831.96,39999.25
stockA,49819.99,46934.24,66712.07,55428.77
stockB,56076.69,53319.92,56724.20,55194.69
stockS,33946.25,33628.84,59387.33,54125.62
stockO,42698.68,41912.99,43631.33,43630.51
stockM,23402.06,12708.27,44419.98,28853.58
stockK,41450.49,40888.92,44989.12,41144.94
stockP,48154.59,32404.37,67982.70,41902.33
stockU,51277.99,49268.38,60461.49,50093.34
stockM,40412.31,40193.31,45035.31,42036.68
stockM,31479.89,30960.75,51728.08,31687.74
stockV,41063.43,22074.28,43049.49,27925.69
stockW,37638.84,35187.38,59213.52,39895.07
stockF,46422.03,22937.84,67505.26,39416.06
stockK,33935.62,30470.08,34020.92,32245.39
stockU,52128.43,41140.24,54867.34,51820.26
stockP,23711.41,16247.81,49051.72,30805.54
stockJ,51648.94,30056.35,57767.65,41091.39
stockB,35474.76,34335.43,39300.79,36010.16
stockI,37403.24,32849.59,38592.70,32993.04
stockH,50546.26,46845.72,51557.82,51192.30
stockJ,31806.16,30894.02,33654.85,33521.58
stockJ,37178.33,36511.45,38418.60,36706.43
stockG,35862.50,35845.06,37128.80,36847.61
stockY,60057.49,58519.10,61263.95,59988.48
stockY,17715.32,13814.71,31856.07,20018.60
stockZ,37300.99,25688.70,49159.57,34633.06
stockF,29572.53,28383.53,31396.66,30363.08
stockC,47709.07,26406.38,52815.37,37806.40
stockX,35809.28,30950.73,38561.36,34710.49
stockO,16182.92,15317.89,25518.92,19808.68
stockX,34303.68,32174.11,40295.41,33026.15
stockX,49232.16,42921.11,49353.57,48806.24
stockU,37494.65,23565.75,42133.69,25422.76
stockG,28957.05,28637.38,29536.29,28752.73
stockB,38177.39,30289.11,41486.42,36910.96
stockZ,46382.24,11093.74,47415.81,35881.22
stockR,26610.45,25782.86,36247.92,26555.72
stockC,32246.94,29005.19,34129.88,33933.84
stockS,46520.21,40775.27,48635.99,43877.83
stockO,23746.09,23580.31,38298.35,30806.20
stockH,38655.11,38446.36,42069.77,38476.64
stockO,47320.51,38432.52,51150.55,43548.28
stockS,47421.40,27291.62,51376.95,29001.26
stockG,30378.82,22159.40,39513.59,25932.32
stockD,19493.26,13410.03,27530.75,21398.46
stockQ,32483.86,30991.57,35466.00,31591.20
stockG,45312.35,44714.49,46872.49,45736.73
stockN,35407.91,35290.83,42792.52,38795.27
stockB,27027.94,21873.80,29936.53,23870.65
stockX,32840.17,32634.60,34249.16,33590.77
stockL,33804.83,32523.32,44241.53,42831.58
stockE,69454.51,52554.33,69793.20,53147.51
stockG,36806.31,36328.91,36992.75,36438.49
stockF,48103.88,35095.77,63911.28,49481.64
stockM,36965.41,33377.44,49148.52,48962.41
stockE,26675.71,25894.88,40811.96,35517.30
stockL,45889.32,36738.97,49572.63,40518.50
stockD,20736.40,20063.40,32892.62,24890.21
stockL,39057.23,3993.68,45826.27,26346.27
stockV,34656.46,33910.13,35503.15,34169.68
stockT,54372.26,43735.44,55365.44,45562.62
stockM,46041.95,40099.54,47203.29,46569.50
stockA,47999.39,34050.98,55959.71,44120.87
stockA,49438.85,41741.68,49956.77,43338.92
stockB,24742.84,15864.47,36075.98,35473.25
stockH,40668.59,22493.17,47800.82,22660.55
stockI,30300.94,25682.13,46278.62,34325.14
stockK,31568.19,22714.18,45594.34,34696.55
stockY,45124.58,35991.96,54454.30,41456.03
stockJ,32540.57,24541.63,36409.61,28936.38
stockX,42576.00,42566.56,47727.48,45176.43
stockW,32201.02,32112.13,32222.64,32142.22
stockH,37011.70,35106.84,43942.29,41274.55
stockU,43119.37,42949.54,47549.48,47016.71
stockH,26153.05,23678.83,26833.45,25583.41
stockT,35392.40,30760.92,39334.96,35868.45
stockJ,36645.55,31012.38,52231.72,37081.39
stockZ,39512.47,30264.76,40978.33,37186.27
stockT,36768.76,34095.80,40258.33,38827.17
stockA,33605.57,25867.13,43799.47,34429.20
stockP,43301.82,34532.98,52286.19,42855.58
stockO,31351.93,30819.85,32092.24,31389.82
stockA,44578.82,38243.63,51107.25,43174.83
stockN,46935.68,39653.86,50020.20,50012.30
stockY,25260.17,24573.91,38345.88,35704.40
stockY,30331.22,29707.51,31117.08,30505.99
stockN,48033.44,32097.16,48520.32,34079.88
stockT,41686.65,40675.80,46898.19,46024.19
stockN,42267.24,36950.21,46651.39,40403.70
stockL,40284.70,30320.34,40419.75,31162.92
stockK,38711.78,28493.48,40205.82,32472.70
stockA,37982.57,32039.93,53152.90,50067.68
stockG,48524.60,48226.88,49952.47,49030.64
stockD,29935.64,24097.19,37506.23,24143.22
stockF,49857.37,32692.99,54958.05,50820.80
stockM,21541.03,16722.47,37087.13,20806.20
stockA,42259.36,31287.79,54231.17,42399.27
stockW,37359.72,37330.42,38308.74,37702.50
stockQ,33300.56,29661.81,33339.45,32604.61
stockY,18164.46,17978.63,39545.20,24108.55
stockA,24453.37,23841.20,26751.95,26241.16
stockX,41224.10,39665.31,45838.35,45073.64
stockK,42403.12,39410.80,45400.26,41573.13
stockL,43676.45,35628.58,49334.78,46829.59
stockS,45342.78,41225.38,46159.26,41659.87
stockP,55679.79,44276.65,70587.58,63401.50
stockN,26514.11,21000.42,37691.66,24142.46
stockY,28736.16,26205.89,30603.60,30357.86
stockW,28269.88,12532.91,41646.26,16552.97
stockF,35652.02,30824.82,36217.45,34658.23
stockX,38564.21,32167.20,51360.88,38243.94
stockB,43084.40,43082.37,43259.16,43201.33
stockW,54190.26,32386.27,60449.52,42704.20
stockV,41985.22,41771.17,42011.06,41822.92
stockW,29310.01,29035.14,30594.93,30592.23
stockS,42653.24,40411.64,43795.26,41567.85
stockF,32068.47,30986.33,48783.57,47669.58
stockD,39444.95,38315.52,46956.31,39271.14
stockO,46377.28,34591.27,48930.13,44947.42
stockB,67303.92,63537.74,70429.94,69158.84
stockO,30448.86,18366.32,37771.63,33342.41
stockX,42556.99,36374.54,62427.91,42172.91
stockD,30521.06,18114.60,55617.85,47983.66
stockX,32228.65,27358.11,32965.97,30887.43
stockK,48928.22,47935.78,54544.28,49202.89
stockM,43416.92,43330.33,44127.42,43638.44
stockB,27152.08,24333.39,37924.44,33445.52
stockX,35027.69,27985.26,43231.98,40590.13
stockS,17369.30,11398.59,21926.91,12705.86
stockE,32214.03,29514.61,32531.86,30532.38
stockL,40644.42,38230.01,41771.86,41165.47
stockQ,35868.09,29234.73,51360.25,48408.25
stockV,50046.05,37929.88,65525.82,61457.67
stockH,40353.55,34526.30,43780.64,37050.94
stockG,23298.71,23242.63,23360.81,23320.42
stockP,34990.39,27922.21,36428.21,36071.33
stockP,32449.56,23752.81,37309.25,25243.57
stockV,34387.93,27816.71,36548.36,31531.82
stockS,35026.09,32294.39,43167.42,34525.32
stockQ,30195.11,27423.81,34195.75,27895.96
stockP,30872.13,24466.56,50529.44,26206.83
stockF,19237.21,17463.15,47182.45,19398.84
stockD,24413.92,24386.67,24575.07,24522.54
stockV,45220.10,19399.85,46409.15,40272.19
stockW,28714.24,19314.25,31030.51,23767.20
stockH,56572.18,46170.83,62210.10,51973.47
stockY,41645.61,40243.32,45882.23,42209.46
stockX,47069.92,36629.27,50007.14,38197.09
stockS,30731.34,26905.20,38129.98,38111.45
stockJ,37400.60,27960.92,44048.58,31825.73
stockD,53622.56,40998.94,54495.65,52292.63
stockD,39896.26,29810.45,47512.81,40984.01
stockG,31927.25,30453.85,33227.76,32903.43
stockO,29635.35,29081.32,31961.50,29631.39
stockC,45741.51,35063.69,52290.33,49944.12
stockD,30374.88,17254.65,38746.81,21916.72
stockO,45131.46,39681.18,47594.16,43855.94
stockP,26269.20,19658.16,32273.01,27448.73
stockV,47970.26,37648.77,54789.27,53941.80
stockB,31460.46,30590.38,35150.13,34726.01
stockC,26165.31,25449.21,37503.81,36349.68
stockB,30826.28,26456.48,37670.70,31276.36
stockP,41715.91,32755.92,47327.05,44787.81
stockI,34250.39,33795.34,46368.84,37599.04
stockY,30726.62,30500.00,49185.64,30859.20
stockC,30848.06,29652.14,37397.38,35479.06
stockX,37943.81,31757.55,42079.74,39023.83
stockY,45772.30,24178.75,55091.34,54665.90
stockJ,41601.89,30636.74,44848.28,36416.67
stockT,54205.38,25157.92,55555.97,32425.62
stockW,57273.07,35825.30,71067.18,69450.77
stockL,30659.98,8897.46,36108.18,22942.73
stockH,53131.84,36713.12,56380.35,43866.35
stockN,40336.37,26241.82,55850.39,28429.00
stockR,33731.09,30084.25,34337.00,32361.49
stockI,42839.15,38422.51,47696.63,39638.66
stockN,47944.58,47058.10,48572.64,47197.10
stockS,26312.92,18822.18,30207.15,21379.20
stockD,42379.47,26706.91,47857.82,45825.64
stockD,24867.33,22899.50,37220.07,24663.67
stockS,45615.30,43601.56,56409.29,51721.15
stockB,39029.59,33881.95,40588.36,37741.83
stockZ,33752.26,31690.60,34256.74,33461.56
stockH,42288.26,42186.28,43005.08,42252.97
stockD,51359.74,49653.94,51999.27,51776.67
stockP,41862.94,24890.81,43050.30,27563.08
stockT,31269.80,24672.23,40868.51,33560.79
stockK,34156.99,15210.06,36933.63,16838.61
stockM,27392.35,24008.78,48266.52,43368.73
stockL,39676.10,32910.30,42718.09,39243.51
stockI,34463.83,30167.29,40517.14,38521.59
stockZ,35660.64,33433.56,53197.67,43601.86
stockE,23155.71,22527.71,24371.42,24136.80
stockI,32452.91,31868.35,44816.09,42321.60
stockS,51173.96,36014.84,52536.54,45386.55
stockP,37680.21,34045.27,40274.95,34853.73
stockK,26625.87,17810.87,27953.94,22105.73
stockR,33366.50,27527.43,44115.15,43892.88
stockT,39763.61,34840.00,40802.71,39113.05
stockH,34958.08,25107.20,35446.03,27294.49
stockD,48975.30,47737.50,49855.69,48303.61
stockL,20334.63,19357.44,27337.79,23813.55
stockC,34688.70,33795.83,41090.07,36989.47
stockG,47048.78,42900.93,48248.35,45978.94
stockX,40577.31,40517.33,41388.49,40819.80
stockY,31597.81,24905.79,34904.82,34493.60
stockX,49193.19,44135.65,50409.54,47264.42
stockI,61091.10,54067.97,63090.98,56546.36
stockN,42554.44,37854.30,48625.10,47393.52
stockM,46617.67,39678.21,46737.41,43940.82
stockZ,35368.43,35057.60,38618.18,36305.82
stockQ,26002.86,14999.38,31876.06,22014.74
stockB,19452.04,19007.00,31265.44,21820.92
stockF,31694.28,28036.22,50414.99,28192.91
stockL,33858.41,26694.31,49689.26,30143.58
stockT,33264.67,22758.62,37514.45,35608.24
stockI,37842.57,32063.92,40344.50,32462.35
stockD,37544.40,36860.71,39885.02,38137.92
stockA,53664.52,50392.50,55497.35,53085.11
stockH,34837.69,34011.43,35528.73,34265.76
stockW,13027.66,12259.83,37894.23,23070.64
stockU,38852.40,38564.25,40597.85,39249.74
stockF,35822.50,35557.26,40497.67,36012.86
stockU,40633.03,18528.25,45370.01,45069.87
stockE,43983.92,36360.32,46073.90,38857.38
stockK,35174.34,34930.71,37218.60,36097.71
stockK,35463.68,33044.54,60487.97,39141.84
stockA,51186.19,21074.72,60017.03,52021.37
stockA,37602.94,36890.11,37915.69,37244.85
stockV,50121.50,29566.79,52898.35,32065.70
stockK,38537.54,36753.74,41155.17,39106.04
stockQ,38157.21,35223.39,50404.88,50291.01
stockS,27939.70,26084.78,36844.87,26636.99
stockT,46244.26,44095.83,53398.70,49865.25
stockN,42218.42,42145.15,44502.89,43012.77
stockY,42938.64,40203.35,44773.64,43800.41
stockY,29476.81,26794.04,35844.55,28794.51
stockA,45868.45,43421.00,48301.91,46522.00
stockN,26012.79,23589.09,26337.47,24764.45
stockX,28647.82,27694.45,38599.52,34902.83
stockG,32558.19,32547.34,33604.76,33467.01
stockZ,31070.10,19242.86,46652.78,22428.41
stockI,27762.32,16044.86,29839.19,16108.79
stockY,34479.65,34009.80,37566.43,34445.08
stockU,41252.35,37636.53,44118.17,39126.05
stockS,34421.64,33995.84,51902.47,48361.35
stockW,44394.31,31339.57,51399.78,39720.29
stockS,31708.16,28634.56,33560.59,32289.57
stockD,32073.99,28334.35,43267.56,42823.94
stockO,53311.06,50594.36,54179.28,54123.66
stockE,31697.39,26194.85,41208.46,28458.24
stockO,41214.75,36409.75,41630.70,38046.37
stockA,46572.15,37430.04,47371.02,46639.72
stockF,34529.47,28608.26,47328.28,40880.80
stockZ,40063.36,37914.25,40764.44,40255.44
stockW,24787.86,20972.23,27896.00,21857.03
stockO,30860.44,18483.17,40266.42,34524.32
stockH,33005.13,32204.66,37130.29,36529.08
stockY,38405.94,20409.06,57130.35,57027.56
stockK,36374.15,29280.10,40218.65,33737.43
stockO,58867.70,54906.74,59549.68,59518.79
stockQ,27144.99,24879.17,39030.82,27117.86
stockB,44569.19,43742.89,47070.81,45936.78
stockR,50894.98,48119.63,51890.56,49046.88
stockN,15015.63,9156.02,15152.75,11964.13
stockE,47140.04,44479.93,49255.06,47078.42
stockR,20346.58,16964.31,40268.71,34495.82
stockN,25845.70,18631.01,31040.50,22188.33
stockY,11632.63,9614.22,39970.68,15151.86
stockG,31944.34,29637.11,40836.93,37578.67
stockT,43985.02,39340.87,45477.91,43297.18
stockA,42279.31,32334.97,50379.37,49926.82
stockD,40441.21,28111.68,41760.08,38749.32
stockD,43710.58,32931.73,44601.30,38910.48
stockK,43181.43,42813.14,43298.47,42976.65
stockT,35416.08,27526.71,38545.18,28650.13
stockQ,36639.89,35981.44,36923.94,36030.28
stockD,36923.55,23248.22,53900.14,26755.87
stockB,39937.81,35504.98,40857.58,35636.25
stockI,30974.54,30461.85,45582.60,45569.64
stockR,40501.93,30232.36,62787.22,61415.33
stockV,33217.52,24202.66,50486.42,34528.42
stockU,46790.37,38821.80,48404.40,43604.35
stockR,34649.41,21876.78,53972.49,51377.28
stockO,38418.28,32525.82,66885.05,38439.28
stockL,65556.46,54046.76,71620.27,59860.40
stockS,43966.43,37928.11,45509.33,39303.08
stockM,58370.58,56597.99,59245.52,57326.53
stockD,46543.61,46497.78,46798.77,46667.23
stockS,29339.84,28919.66,37079.31,32151.84
stockT,38069.78,26555.09,41532.03,28788.40
stockY,33935.91,32108.21,41910.84,39126.63
stockV,43057.38,40954.58,47046.39,44997.21
stockJ,39087.16,34497.96,40792.96,37077.69
stockK,57809.46,49420.34,72618.42,60430.93
stockU,49634.31,40419.38,51127.84,47625.29
stockL,37790.96,26604.97,39956.02,38154.05
stockC,42512.33,36154.15,48450.24,36571.92
stockF,26994.22,23073.78,35334.64,24592.04
stockE,46065.52,45908.88,46740.96,46503.10
stockB,53817.64,49103.73,54373.37,50851.04
stockU,31869.24,31420.57,31995.93,31991.46
stockZ,26764.80,22404.11,30672.74,28136.49
stockS,45456.54,31396.57,49340.45,37076.89
stockT,36022.22,35450.58,40984.04,35963.21
stockF,27259.30,21182.21,51134.50,40436.99
stockD,65184.88,53813.39,66025.72,53905.73
stockS,44946.83,38553.52,57062.50,40000.34
stockX,43304.92,32743.91,43352.10,41989.38
stockB,29827.13,26386.26,35074.26,29245.88
stockV,38378.60,37355.85,38848.04,37615.13
stockI,44567.86,44217.68,46093.95,45891.06
stockA,43178.20,30456.01,43740.93,39534.29
stockL,37574.57,29054.13,37878.11,37267.61
stockJ,37837.69,27498.54,42687.25,35622.54
stockO,39756.55,31440.10,46081.15,39328.96
stockT,39675.25,38942.87,64602.90,51364.87
stockA,55086.11,54135.41,57427.08,56143.21
stockE,47061.06,44776.84,49556.39,49551.08
stockY,33552.98,31464.72,36892.00,36523.21
stockJ,37224.33,35180.06,43989.17,42973.75
stockP,50160.72,36030.74,53267.14,40944.60
stockF,36349.72,26591.47,51830.32,34936.68
stockC,34245.40,33307.77,36014.71,35884.85
stockD,22878.73,22103.35,25095.29,24856.62
stockL,33340.11,25637.95,48277.58,32356.97
stockM,27837.44,26420.97,32364.74,27689.62
stockT,28194.42,19173.47,32455.61,31018.76
stockX,52205.59,32369.35,53935.30,41677.51
stockU,50705.06,34224.13,65764.74,49578.23
stockO,41748.22,6856.91,42012.68,27307.25
stockM,43447.40,39355.91,51777.71,46713.29
stockZ,40137.15,20689.51,41408.95,40707.85
stockQ,40265.07,37655.66,46963.04,42722.47
stockZ,39559.32,26268.98,47212.72,41385.92
stockO,31144.41,30972.20,41284.73,34266.10
stockP,30567.89,19948.33,30806.07,30481.43
stockY,38424.08,36150.08,50545.24,41928.76
stockU,20317.89,19321.26,22179.51,19791.32
stockV,33101.53,28815.77,36879.82,29908.56
stockJ,41577.75,39830.23,48297.71,40426.51
stockU,31591.76,10508.70,48753.18,25417.84
stockT,49760.16,30645.33,53537.98,31402.01
stockN,22201.77,20270.27,36184.44,27967.91
stockL,40317.82,38445.67,41396.49,39953.56
stockW,31180.13,24190.85,47151.04,45566.97
stockY,36158.32,31359.70,37981.10,37061.69
stockZ,34959.64,6963.60,41008.52,16952.59
stockK,37731.40,24732.43,41349.42,25334.42
stockR,46916.22,44264.52,49915.08,49663.89
stockS,50098.15,16581.54,55437.69,51109.95
stockU,38867.87,37820.18,39965.58,38042.48
stockZ,35257.17,22369.98,41915.63,30572.38
stockN,31616.26,29867.52,37881.50,33974.05
stockB,23227.88,19268.49,44973.91,33212.83
stockM,23413.11,12334.61,26596.32,22917.36
stockD,37917.45,34666.99,42990.95,42358.10
stockK,39765.69,25046.79,44670.28,31865.05
stockO,52429.54,50346.33,52583.43,51002.24
stockN,44156.05,32907.81,46746.86,44308.28
stockT,37475.18,36678.32,39649.74,37282.46
stockI,27618.19,24583.73,31158.74,28939.76
stockL,45734.59,44785.11,46311.44,45107.28
stockC,38261.60,18746.87,39569.66,37257.15
stockG,51635.24,32295.87,54350.04,47235.13
stockJ,30696.63,27551.06,31245.42,30385.17
stockA,54589.09,45935.53,59780.06,53794.66
stockY,36236.43,32953.43,37956.59,33104.72
stockU,47182.54,36857.34,50413.19,50127.75
stockF,48347.60,32889.38,48895.30,41455.51
stockP,40428.05,34631.83,47897.85,44288.89
stockW,34210.87,33967.82,34526.63,34332.49
stockQ,41369.09,39723.49,50374.68,44307.26
stockY,49011.93,38043.28,52001.02,49047.48
stockQ,58140.21,39606.48,59876.88,56753.75
stockR,29015.02,19831.86,35387.68,27647.72
stockI,33402.95,29359.93,35962.08,29540.02
stockG,40995.07,34875.18,48124.35,47841.49
stockI,41512.43,40417.84,43060.91,40890.32
stockG,49266.67,38857.57,54208.28,39284.57
stockY,31167.35,28957.29,54873.85,31836.09
stockP,45667.58,44952.25,46416.42,45191.76
stockX,42745.00,38032.34,47799.99,41530.67
stockT,51196.28,47178.39,56417.05,53831.15
stockM,39723.82,13496.72,43497.20,32810.20
stockS,38530.03,31855.74,42167.82,42056.01
stockF,60317.81,31150.70,72051.19,46642.16
stockV,38688.90,33532.98,39744.50,37324.78
stockE,49298.17,47540.68,49534.45,49448.49
stockW,24378.29,22547.19,24879.92,23008.80
stockP,39294.56,39135.25,40037.97,39244.01
stockX,36166.41,35818.14,48852.44,46400.79
stockB,56753.59,51803.47,61380.22,58691.05
stockF,36474.40,31382.71,38224.20,32385.94
stockJ,44994.99,42141.73,47739.28,46341.03
stockX,36411.11,33603.52,38179.27,36757.55
stockB,31694.73,31432.42,35846.57,31859.31
stockN,40433.46,36477.15,47107.85,43227.55
stockG,52705.94,42794.75,58185.63,56487.51
stockP,24459.67,23361.84,36687.05,31163.70
stockR,46931.26,35963.06,47089.94,45248.67
stockQ,12530.12,1448.22,21995.69,15978.68
stockF,52388.09,31171.33,66610.68,60169.32
stockP,26800.47,24326.99,34387.94,29606.01
stockF,46714.76,46669.08,46940.44,46751.31
stockY,38487.56,22989.33,44898.23,27711.62
stockE,50120.09,43854.36,51293.34,51036.95
stockS,22184.30,21498.00,26388.70,25817.33
stockO,46839.66,45288.93,53007.43,45344.16
stockX,49417.06,45467.38,49560.50,49409.03
stockS,35910.61,32286.16,40698.71,32796.38
stockC,33466.12,29413.38,38173.52,36225.41
stockN,57546.52,23591.11,60531.05,34389.06
stockX,38648.25,35083.07,40784.72,37866.71
stockM,29663.04,24936.51,42414.40,30027.40
stockD,41091.87,40647.31,41414.61,40912.77
stockH,49903.74,46309.87,50370.83,48729.80
stockK,47057.23,39630.42,50236.80,42640.46
stockG,25074.29,23157.90,41909.43,32346.09
stockR,15064.70,12466.37,42691.95,27132.65
stockX,23497.33,12402.30,28980.29,17524.00
stockX,32647.58,31592.65,34968.67,33094.08
stockZ,29117.06,10213.49,39740.69,15486.13
stockS,46607.56,42585.34,51778.42,47312.80
stockY,35706.12,32934.94,49014.14,48204.98
stockV,55372.77,34325.20,56086.38,48241.36
stockV,37910.21,27889.01,44687.40,36103.47
stockB,32585.63,25531.14,49361.18,42433.92
stockK,32990.17,26929.58,43976.41,41660.26
stockS,25463.29,20746.94,34342.83,21332.90
stockW,50604.55,49321.04,71678.55,51470.02
stockD,54203.72,41238.12,57937.55,49765.82
stockJ,35865.78,35676.77,36753.69,36489.16
stockF,48931.85,30956.95,60650.57,45451.51
stockG,31353.55,31098.15,33145.92,32388.82
stockV,34820.76,33596.76,38447.84,36945.24
stockG,44362.28,24892.23,64637.98,50037.33
stockN,22281.42,8291.81,42293.76,9042.43
stockM,38147.29,24089.79,38985.52,26840.34
stockN,55763.02,26830.83,56596.13,27170.64
stockL,33761.81,26610.11,39399.05,28504.19
stockS,35531.45,30470.64,41242.48,30566.86
stockK,57384.70,49694.24,62561.42,57925.73
stockR,33658.80,30104.20,37479.29,32374.73
stockN,39129.88,36142.96,43773.73,39405.49
stockQ,60242.89,52567.05,60800.24,52848.02
stockQ,43290.21,30287.80,45436.08,38017.32
stockU,31928.75,30424.79,41892.27,30863.16
stockS,37844.99,35547.85,50399.35,44911.52
stockL,28755.30,26534.25,30893.22,30374.33
stockD,59496.95,34897.26,65762.38,36312.30
stockI,38131.20,30710.39,41547.36,37746.22
stockZ,28067.57,26328.06,28596.94,27949.77
stockV,53144.78,45048.29,55611.18,55206.71
stockR,38796.75,36843.84,44491.22,36896.06
stockH,37583.91,29020.58,40066.64,33618.83
