stock,open,low,high,close,timestamp
stockT,40684.72,34140.57,54054.54,47434.89,11:03:04.093
stockI,45916.67,32273.61,50023.12,40462.26,11:03:22.494
stockB,42704.26,39665.26,48670.59,43576.40,11:03:36.283
stockN,47247.57,41261.83,49203.41,44713.65,11:03:38.172
stockH,32395.54,31072.39,35084.52,32178.23,11:04:41.240
stockU,22574.46,22009.64,46865.94,38400.95,11:04:42.555
stockH,15186.81,10363.39,47070.95,40180.16,11:04:47.689
stockN,46546.55,45763.87,52639.05,51647.87,11:05:03.647
stockE,50735.77,44763.70,66873.75,55468.49,11:05:15.375
stockS,35736.21,30820.41,44823.35,42139.39,11:05:18.195
stockP,26598.61,26054.96,27217.16,26925.10,11:05:20.112
stockX,28469.93,25467.07,36809.79,32177.23,11:05:21.273
stockN,35107.72,33138.28,39438.28,35439.72,11:05:27.488
stockQ,50326.88,45487.83,65421.15,63706.53,11:05:49.571
stockQ,45310.03,41143.83,51084.46,41736.26,11:06:30.335
stockN,30921.47,29981.10,31250.27,30117.99,11:06:42.645
stockW,35575.38,32281.77,45821.12,36804.72,11:06:46.242
stockA,35561.62,28282.06,38366.90,31588.72,11:06:48.836
stockY,58378.19,44205.32,61032.13,46544.78,11:07:05.747
stockP,24684.91,21652.90,49243.35,36723.58,11:07:11.111
stockN,41344.32,40835.94,45167.51,43295.63,11:07:11.528
stockF,28199.65,27074.23,37157.88,29676.72,11:07:29.823
stockN,34872.56,31577.16,49292.61,32773.43,11:07:32.958
stockK,48835.80,44914.31,60180.42,53765.81,11:07:40.498
stockQ,53108.47,42866.40,54445.19,48822.21,11:07:49.937
stockR,63803.12,57976.61,64958.30,64239.58,11:07:57.716
stockX,41776.94,31745.11,52362.11,47833.94,11:07:58.489
stockK,54837.66,54780.37,56039.11,55282.29,11:08:04.633
stockG,53869.39,44217.51,54526.45,48788.95,11:08:11.791
stockP,29450.24,21361.28,34189.85,32050.53,11:08:23.535
stockJ,25320.68,23092.40,41651.03,32450.36,11:08:39.247
stockT,19507.42,15630.56,39062.81,26711.17,11:08:40.297
stockB,29555.69,7941.26,50160.97,17792.53,11:08:51.713
stockY,36582.63,29418.68,42938.63,38421.85,11:09:00.414
stockS,31901.65,22882.88,44768.12,43974.27,11:09:02.479
stockO,39924.19,29214.50,42818.99,37027.79,11:09:06.220
stockR,29137.76,28260.05,43592.08,30356.04,11:09:13.092
stockW,30588.61,28543.48,39757.37,35749.42,11:09:15.307
stockI,44182.45,30938.69,56757.72,36039.90,11:09:26.597
stockR,48615.21,35249.62,50832.43,47615.11,11:09:34.507
stockE,38211.40,37258.52,40279.95,37878.87,11:09:35.143
stockD,41455.10,37939.24,54813.17,48245.58,11:09:47.868
stockQ,50865.52,41971.92,51550.07,45027.70,11:09:56.547
stockT,30441.98,30213.74,37388.40,35674.98,11:09:58.052
stockB,29341.47,21631.01,33984.98,31245.39,11:09:59.653
stockR,36976.96,22156.33,37974.06,27323.02,11:10:05.867
stockZ,42588.72,42581.52,42615.61,42606.81,11:10:06.137
stockM,38678.26,37306.60,41784.29,39579.32,11:10:06.408
stockG,30491.67,29508.35,42417.08,38109.62,11:10:07.340
stockK,40633.69,21155.03,42681.68,22802.28,11:10:34.921
stockI,38489.66,36437.01,39190.22,37672.21,11:10:39.662
stockK,61132.80,33364.41,63368.92,46810.10,11:10:41.543
stockH,39716.61,38533.63,40983.67,40955.59,11:10:50.513
stockR,5358.83,1388.65,47967.01,38471.43,11:10:59.344
stockF,34564.85,31046.30,41974.49,37114.41,11:11:03.863
stockY,36002.46,35609.47,41143.15,40557.30,11:11:10.039
stockR,52312.70,47108.00,55982.16,50142.02,11:11:14.724
stockR,51762.64,31982.26,54677.74,33609.68,11:11:19.413
stockT,44488.19,43520.82,46456.81,46265.68,11:11:21.252
stockG,28157.86,23863.84,31334.70,31191.90,11:11:39.845
stockN,38143.69,17534.98,49454.08,48229.00,11:11:41.455
stockX,48491.87,45250.05,58195.52,52792.83,11:11:44.280
stockG,41877.49,40703.22,45955.71,42143.26,11:11:55.515
stockF,32687.43,27889.46,39550.07,35276.11,11:12:00.710
stockH,42357.41,29154.30,45624.69,32599.41,11:12:00.867
stockC,48789.34,34159.29,54298.75,48770.17,11:12:01.899
stockH,39610.25,26249.72,57260.07,33907.31,11:12:06.194
stockI,43344.54,35058.02,54100.54,40740.72,11:12:14.088
stockX,37517.56,20141.40,38024.66,33089.22,11:12:32.819
stockC,52623.30,52036.59,58677.44,53436.73,11:12:33.265
stockM,31129.54,30509.85,35616.29,33796.48,11:12:47.323
stockU,34332.63,33050.58,39722.64,38821.44,11:12:50.962
stockL,26818.43,20907.74,36310.31,34575.58,11:12:57.597
stockP,26201.22,25368.07,32103.41,27110.22,11:13:00.579
stockB,49210.85,47216.05,49615.62,49220.72,11:13:04.350
stockJ,45353.83,44315.49,54110.28,53720.39,11:13:09.280
stockS,49019.19,48091.75,52823.02,49764.99,11:13:22.215
stockM,48256.93,35702.43,48755.02,44378.92,11:13:41.072
stockD,48137.89,46038.27,48148.48,46142.33,11:13:44.239
stockU,39958.60,33463.62,49567.22,39324.45,11:13:50.818
stockB,45310.13,21415.18,66538.15,53755.18,11:14:05.189
stockY,30490.12,18709.40,38708.03,24666.47,11:14:06.955
stockJ,29033.35,27678.04,30317.60,29376.28,11:14:08.288
stockD,38805.62,22256.78,44077.94,35459.99,11:14:20.717
stockI,31018.98,22961.05,49892.00,39241.47,11:14:25.972
stockN,34449.23,33264.64,46584.42,45043.07,11:14:49.010
stockU,37107.38,35628.08,46555.86,42562.18,11:14:49.738
stockS,29943.60,27042.07,40835.84,30656.28,11:14:53.687
stockZ,54137.74,40829.37,54749.92,48109.46,11:15:04.632
stockN,33407.81,24552.63,44595.17,38888.67,11:15:06.651
stockU,34029.12,24509.14,52551.38,49862.55,11:15:11.840
stockU,34802.75,33764.53,39683.22,37229.42,11:15:14.270
stockL,40237.29,33244.99,56514.77,50338.42,11:15:19.975
stockV,35689.94,29255.64,39735.59,29432.40,11:15:32.009
stockJ,57725.12,49689.50,61748.62,59410.65,11:15:32.235
stockG,27422.99,23438.54,43577.41,25037.54,11:15:34.772
stockV,43098.26,39732.54,52768.92,41433.88,11:15:35.148
stockL,37909.94,32304.48,39831.83,35635.44,11:15:40.046
stockR,27348.31,26101.56,40262.94,29876.59,11:16:11.512
stockN,58205.43,55671.82,61360.70,56567.34,11:16:14.188
stockK,33682.05,32707.68,40616.33,36880.31,11:16:21.837
stockD,36734.80,33802.71,38189.75,35591.07,11:16:33.994
stockA,43346.30,32362.97,43403.31,42035.58,11:16:36.351
stockY,53887.61,46860.24,56682.26,48056.26,11:16:41.409
stockI,30860.07,27543.95,31200.37,27575.92,11:16:48.862
stockY,41330.97,40197.31,48437.08,46048.35,11:16:50.673
stockT,49371.74,40176.61,50851.36,47605.05,11:16:52.203
stockA,30515.12,27678.90,38406.87,30717.45,11:16:53.753
stockX,39447.67,31891.44,45181.18,34370.87,11:16:53.906
stockH,26148.85,25882.41,45099.54,28008.30,11:16:57.772
stockQ,39569.40,33048.38,42156.66,36953.11,11:16:57.982
stockZ,34550.15,17986.47,41032.95,36171.14,11:17:00.282
stockG,28343.38,27358.26,28814.02,27436.29,11:17:05.214
stockK,34774.31,21711.20,47378.75,30651.24,11:17:13.367
stockT,37615.89,37199.66,37874.15,37255.31,11:17:19.088
stockO,35775.08,32141.60,35901.27,32271.11,11:17:25.527
stockZ,34824.82,33142.25,36326.08,33933.42,11:17:27.145
stockZ,44594.27,31098.92,46338.37,37011.95,11:17:31.566
stockO,36887.78,27097.66,40753.32,38642.14,11:17:33.619
stockV,28535.13,16465.76,45349.89,38764.97,11:17:36.745
stockT,32382.06,31827.24,33446.05,32643.22,11:17:42.273
stockY,33361.61,28249.67,35193.56,30310.74,11:17:45.715
stockY,29433.45,25809.20,49956.70,39705.86,11:17:47.311
stockR,51850.57,19390.14,53217.96,19675.80,11:17:47.463
stockY,33457.42,29814.06,34130.62,32779.67,11:17:51.711
stockO,28983.36,27966.30,50608.26,46329.41,11:18:01.430
stockP,35282.34,34296.77,36793.06,34838.22,11:18:04.462
stockE,28670.73,21004.22,52357.24,38492.73,11:18:36.276
stockL,28335.62,21877.95,38900.36,38410.80,11:19:00.455
stockE,55430.51,34399.95,57523.15,52925.09,11:19:11.211
stockD,11399.25,8017.65,22602.74,13552.65,11:19:16.151
stockL,36501.63,29000.06,42327.31,32710.97,11:19:18.305
stockF,28633.91,22769.39,35464.61,29555.65,11:19:24.790
stockI,46379.09,44544.53,50829.05,44997.73,11:19:28.357
stockI,41733.98,41150.30,43220.01,41262.45,11:19:31.489
stockB,31086.64,30134.71,36662.50,33463.82,11:19:35.575
stockD,30952.82,24947.94,58791.70,39659.04,11:19:39.520
stockF,41737.24,41700.59,46446.79,45385.28,11:19:49.149
stockR,41891.03,21238.88,52018.98,40226.47,11:20:23.414
stockS,43616.71,11097.19,60675.04,60114.80,11:20:39.963
stockL,30124.64,23991.76,42197.24,35204.04,11:20:57.205
stockM,38085.45,29324.09,42590.35,36027.38,11:21:19.477
stockQ,24730.38,24683.43,38142.34,31727.82,11:21:25.593
stockG,33008.56,30457.18,56014.91,37171.04,11:21:27.767
stockP,43988.40,29945.73,52554.63,49091.08,11:21:44.874
stockQ,38092.10,37626.34,42995.89,41002.31,11:21:47.061
stockF,40619.99,35660.77,44679.36,41425.30,11:21:53.459
stockK,38069.00,37576.75,38206.23,37637.71,11:22:01.085
stockG,3739.42,1344.12,34329.17,24069.56,11:22:05.094
stockS,34627.22,25279.47,47770.20,36155.82,11:22:19.065
stockN,36761.45,33467.10,60762.79,49162.12,11:22:27.503
stockF,28236.07,26835.08,53480.52,33948.10,11:22:32.289
stockE,41366.05,40359.97,51207.99,51056.78,11:22:46.164
stockJ,36360.15,34965.98,51796.31,38501.57,11:23:12.627
stockV,39265.88,35120.36,41707.25,41374.56,11:23:29.264
stockI,40353.99,29503.92,50964.55,47514.80,11:23:39.301
stockA,45797.04,44734.46,47338.02,46719.95,11:23:50.234
stockK,43363.32,31391.19,46320.68,41409.48,11:23:58.961
stockB,52942.83,39178.82,59679.30,44556.66,11:24:00.977
stockS,41979.78,37890.78,55246.48,51415.11,11:24:01.183
stockD,49996.73,33875.62,52946.47,51518.39,11:24:10.893
stockO,45978.17,43515.83,46039.10,45178.87,11:24:19.672
stockP,20774.08,20138.37,34647.69,26649.74,11:24:22.917
stockB,41854.17,21494.63,43536.24,34893.48,11:24:34.737
stockO,29840.37,29520.36,31940.15,30454.32,11:24:41.947
stockI,34861.08,25658.21,45833.60,39155.22,11:25:02.448
stockE,50672.10,39774.43,54605.40,44997.66,11:25:09.701
stockP,28150.65,25968.59,39790.56,28023.84,11:25:13.400
stockR,54181.28,41562.87,55405.06,50309.16,11:25:16.881
stockU,35606.59,27610.29,35796.57,30090.46,11:25:28.658
stockV,35831.59,35541.51,35840.80,35741.42,11:25:38.377
stockS,40754.97,38001.55,42528.88,38614.50,11:25:48.288
stockX,45094.01,42527.97,48156.98,44421.30,11:26:15.369
stockK,32572.33,31974.07,33665.40,33645.48,11:26:16.637
stockE,33860.27,31760.68,34668.09,32575.22,11:26:24.559
stockS,48121.26,36881.97,64575.65,62149.97,11:26:26.682
stockR,27365.78,17880.86,55022.93,42468.27,11:26:47.144
stockA,45947.59,43869.44,49631.57,47877.29,11:26:50.911
stockH,33811.82,32724.66,40789.46,33875.09,11:26:58.163
stockV,36862.41,28883.22,42288.25,38587.86,11:27:03.075
stockZ,27142.65,25083.18,28229.24,26312.17,11:27:05.287
stockI,23629.79,19776.57,49035.41,44654.72,11:27:07.020
stockG,19994.66,12818.55,26451.60,23763.15,11:27:43.496
stockA,41066.87,31232.58,47414.69,36119.78,11:27:52.067
stockE,25601.93,15372.20,58472.91,50649.76,11:28:02.452
stockA,26088.33,20125.23,28888.46,28360.20,11:28:19.569
stockA,39421.32,12321.65,54230.68,50328.67,11:28:41.938
stockO,36893.69,27458.81,50370.26,34521.74,11:28:47.171
stockZ,43201.06,15413.77,46865.04,30436.46,11:28:48.122
stockO,46723.75,45687.06,78629.85,64513.80,11:28:49.070
stockU,31093.00,29601.15,39045.82,36919.94,11:29:20.393
stockU,43449.84,37731.91,48777.82,44045.01,11:29:27.920
stockV,11371.65,9756.09,39723.52,14913.46,11:29:34.373
stockU,28894.40,23219.43,32393.16,24549.45,11:29:59.547
stockY,34073.87,30155.50,36609.98,33183.73,11:30:13.252
stockV,46632.46,42488.66,48954.97,45497.47,11:30:18.656
stockI,48814.75,38792.09,52389.99,38878.65,11:30:20.500
stockN,38742.23,32482.36,39108.06,33521.55,11:30:21.411
stockL,40468.78,37400.49,51018.57,48432.55,11:30:26.241
stockF,45820.99,34655.92,49489.42,49339.94,11:30:42.914
stockW,30979.11,3584.81,45324.62,11885.06,11:31:02.106
stockS,44836.59,39676.99,50381.11,48826.06,11:31:06.573
stockR,38164.16,32112.57,39859.41,35594.87,11:31:19.504
stockB,29867.99,29225.69,32773.18,30644.35,11:31:29.725
stockY,25054.59,22126.54,44765.76,38285.85,11:31:35.534
stockY,44899.85,36516.89,47067.45,41344.73,11:32:07.642
stockO,39810.37,38368.48,45334.31,40968.78,11:32:17.245
stockK,29689.46,27754.04,35636.90,31851.59,11:32:40.816
stockC,37420.55,22111.85,43391.24,24085.36,11:33:04.942
stockU,46587.72,46328.47,53684.59,47557.66,11:33:15.656
stockU,34350.09,33161.82,36620.71,36214.66,11:33:16.051
stockZ,48418.46,46295.35,48464.68,48399.24,11:33:28.547
stockJ,36807.62,22906.90,43893.92,42212.97,11:33:56.467
stockK,38496.38,37745.04,39234.05,38667.79,11:34:01.803
stockF,22311.12,21343.94,22651.55,21365.49,11:34:02.637
stockB,48653.58,38772.47,55949.65,51575.61,11:34:12.994
stockZ,18556.21,18347.64,30381.78,21746.43,11:34:34.709
stockU,31938.01,26069.53,38062.33,34435.86,11:34:37.169
stockB,19854.79,16858.80,38851.23,18045.18,11:34:43.882
stockV,44606.49,34885.13,47025.56,40621.15,11:35:36.939
stockY,42128.76,30548.63,52945.07,41043.55,11:35:49.096
stockL,48572.33,46444.06,48717.62,48570.73,11:35:59.293
stockC,44872.39,44822.44,44890.46,44826.43,11:36:09.959
stockO,52317.79,36358.84,53143.70,51199.34,11:36:31.769
stockG,52635.36,41872.11,55417.60,53859.85,11:36:32.021
stockV,47801.34,46422.88,50803.93,47563.05,11:36:38.996
stockL,41357.89,32896.78,43965.54,41952.51,11:36:44.011
stockO,42219.02,39232.85,52324.99,50427.65,11:36:51.807
stockW,34508.81,7148.61,52036.30,39416.69,11:37:13.796
stockE,32197.22,11757.44,36912.45,32432.78,11:37:38.008
stockJ,33438.26,31867.75,37540.25,37067.91,11:37:38.303
stockU,26981.33,25690.47,45262.17,44599.08,11:37:40.990
stockH,41850.34,23771.19,46216.92,27246.05,11:37:41.962
stockN,42235.84,41489.44,46883.53,44199.02,11:37:46.785
stockV,18754.08,15175.97,47154.83,27317.94,11:37:49.411
stockQ,47482.93,41555.29,52952.21,46406.37,11:37:56.269
stockN,35382.08,34109.69,43371.36,37774.56,11:37:58.005
stockR,34705.44,28581.06,34820.79,32968.72,11:38:00.420
stockS,35577.91,32558.21,68192.74,47783.80,11:38:05.199
stockU,42441.01,27169.67,53747.18,45351.82,11:38:10.190
stockC,34796.28,32164.79,45157.40,33992.42,11:38:22.178
stockA,31323.31,25298.37,58558.38,29594.73,11:38:24.145
stockJ,33932.36,28812.71,46189.82,34932.23,11:38:27.069
stockU,54263.97,50561.75,59207.62,54586.38,11:38:30.439
stockC,46082.42,38041.30,49065.48,47775.53,11:38:45.274
stockP,47726.61,16447.72,56929.21,48529.58,11:39:01.162
stockG,41112.90,36244.62,55593.61,40740.89,11:39:26.361
stockX,43319.69,40778.31,47534.74,45567.19,11:39:31.187
stockS,32276.10,29202.09,46956.44,31358.66,11:39:36.000
stockO,46333.75,35808.53,46834.61,39666.72,11:39:43.032
stockU,39752.30,37877.40,53490.39,40757.13,11:39:51.817
stockO,41760.24,36486.66,48255.73,36849.94,11:39:55.793
stockX,27801.67,19940.01,32006.82,31040.66,11:40:03.801
stockD,35202.83,33158.32,53116.66,47124.04,11:40:08.586
stockS,42329.26,24311.48,45482.53,40353.67,11:40:08.774
stockM,36895.77,28864.85,37080.75,35766.55,11:40:14.413
stockE,43754.00,42692.48,44908.64,43498.83,11:40:16.533
stockU,45525.96,40163.60,48579.85,47740.99,11:40:39.658
stockN,41420.28,33156.53,44956.20,33566.60,11:40:40.401
stockQ,33736.70,20776.54,60889.43,47176.23,11:40:49.278
stockZ,42670.49,42596.12,42706.83,42613.67,11:41:01.950
stockD,35114.62,27465.18,43615.59,30650.00,11:41:16.413
stockG,37085.17,21683.54,46498.72,39550.97,11:41:34.104
stockS,39577.33,37946.31,40900.80,40814.39,11:41:43.652
stockM,45564.46,36661.34,51609.18,46206.83,11:41:45.911
stockG,31443.94,28563.63,32738.34,32238.08,11:41:50.819
stockZ,39120.21,35932.63,42764.62,36129.53,11:42:00.813
stockJ,39592.31,39146.98,39899.78,39842.51,11:42:03.617
stockE,50191.97,50113.42,50199.32,50168.44,11:42:05.332
stockQ,40468.30,39498.85,53976.02,42092.05,11:42:33.199
stockY,47224.23,45586.52,48613.00,47206.31,11:42:44.654
stockK,29799.91,26743.06,39458.24,39049.52,11:43:01.091
stockH,34746.95,30421.12,37371.71,31755.50,11:43:05.399
stockY,48840.68,48617.47,53658.89,51595.48,11:43:11.897
stockQ,30854.17,20448.47,54967.69,41248.23,11:43:18.828
stockE,14188.74,7282.08,38824.65,25825.40,11:43:50.836
stockT,61766.00,44863.57,63371.05,45949.24,11:43:57.128
stockW,33375.09,32146.14,35082.25,35076.53,11:44:06.343
stockO,37416.85,36438.31,41111.67,37638.05,11:44:13.556
stockK,21142.39,20381.73,25891.26,22005.44,11:44:15.932
stockU,32976.32,31527.86,43267.25,37003.52,11:44:19.235
stockX,33531.11,27437.53,38686.73,30196.07,11:44:21.190
stockO,39298.68,31614.77,39632.89,38362.63,11:44:25.318
stockR,24891.28,22587.06,24999.88,23213.36,11:44:35.746
stockR,38329.28,22020.25,53605.08,47710.41,11:45:18.839
stockX,33503.60,32998.30,41807.12,38428.13,11:45:21.753
stockZ,43164.81,41112.21,47736.27,42454.57,11:45:24.999
stockL,35107.17,35045.50,36346.84,36085.62,11:45:25.948
stockB,38956.51,31454.87,53842.60,43312.94,11:45:32.957
stockM,35227.97,25779.08,36765.27,35029.68,11:45:47.144
stockL,58737.74,50754.58,63078.83,52251.86,11:45:48.932
stockX,33715.83,27885.78,35440.67,32913.98,11:45:57.995
stockX,31182.27,27489.21,33087.62,32494.62,11:46:16.434
stockJ,37043.07,31744.00,45941.14,34964.13,11:46:27.870
stockT,29140.80,28336.21,29342.28,28525.39,11:46:33.892
stockH,35971.99,35936.65,38985.68,37236.50,11:46:36.561
stockL,40168.79,38774.07,47918.21,46751.13,11:46:40.788
stockP,54621.78,53719.71,55769.65,54984.00,11:47:28.090
stockW,35782.76,26634.21,36592.35,30237.96,11:47:47.686
stockB,43704.43,38061.41,53738.35,51371.53,11:47:52.854
stockR,32139.37,7961.56,44447.58,9366.53,11:47:59.651
stockP,22300.19,18611.51,33380.49,23888.79,11:48:07.649
stockA,21948.73,18789.78,57053.10,33688.01,11:48:10.735
stockX,36389.74,28651.55,38541.76,34837.73,11:48:12.026
stockM,42409.32,35866.82,44185.20,38573.37,11:48:24.891
stockM,39805.95,38133.30,51280.92,42552.66,11:48:35.294
stockJ,33227.34,29828.85,53875.17,49162.86,11:48:58.151
stockX,50343.26,46654.90,51454.25,49622.84,11:49:05.853
stockV,55298.27,53910.41,58430.53,55449.68,11:49:09.934
stockO,35298.21,32125.53,42374.89,32338.10,11:49:14.836
stockZ,27390.02,25514.16,28174.95,27928.62,11:49:16.780
stockI,34974.74,33195.68,35638.85,34921.67,11:49:17.602
stockR,37452.22,29869.90,51256.76,48758.44,11:49:46.841
stockO,36241.14,31525.55,37883.15,36129.69,11:49:48.510
stockT,29006.72,7142.02,41515.93,34603.06,11:50:12.591
stockI,39093.88,28380.13,47710.97,47625.01,11:50:17.818
stockD,37176.81,35916.81,41040.72,38986.71,11:50:38.483
stockN,37738.00,33096.17,39002.78,34366.28,11:50:41.616
stockK,52861.85,44028.22,67062.66,45663.24,11:50:44.887
stockX,39750.07,38966.08,45832.32,41993.02,11:50:46.061
stockJ,48637.79,47455.85,48833.56,47866.49,11:50:58.651
stockM,36869.08,29635.84,45432.46,43015.38,11:51:00.004
stockX,42270.21,40775.49,45385.03,43545.08,11:51:15.156
stockV,45015.88,33108.91,70012.16,37346.55,11:51:21.790
stockV,31708.90,25204.27,36052.44,35128.55,11:51:54.705
stockC,51681.22,36564.36,54754.83,43548.03,11:52:11.815
stockV,28315.52,27807.51,30621.13,29653.38,11:52:12.568
stockL,26865.13,20595.93,58661.73,21408.86,11:52:17.468
stockY,42226.95,39084.42,44487.52,39189.33,11:52:33.451
stockF,39020.74,20756.37,40841.73,22246.18,11:52:38.281
stockH,41923.52,36885.76,55193.61,38271.12,11:52:40.442
stockC,45442.02,45235.59,45685.64,45657.27,11:52:40.556
stockD,42638.99,39195.98,43696.92,40711.05,11:52:50.705
stockP,31178.67,27157.25,31642.39,31334.00,11:52:58.494
stockB,34563.58,27447.61,44094.12,42437.85,11:53:27.431
stockJ,36065.82,35870.15,49868.37,45867.73,11:53:30.326
stockN,2880.39,1877.94,22680.01,18543.90,11:53:31.145
stockF,37882.45,19764.38,39803.32,23245.07,11:53:38.351
stockI,30860.64,24827.56,39177.70,26246.55,11:53:39.601
stockF,56327.36,33667.16,57889.40,42671.66,11:53:44.689
stockG,40939.43,39355.61,44262.58,41593.54,11:54:04.697
stockR,37603.99,36703.67,40607.09,39842.29,11:54:25.100
stockT,33624.63,26705.18,38950.51,33854.97,11:54:33.261
stockA,44517.97,35828.40,48958.24,38887.78,11:54:34.747
stockY,38202.56,21828.58,42070.56,29749.09,11:54:49.869
stockP,36606.88,35591.27,37718.00,35607.53,11:54:52.400
stockK,37357.57,33937.04,40134.37,35721.26,11:55:03.956
stockW,33804.04,33564.16,34019.51,33881.38,11:55:13.891
stockJ,34696.07,32135.65,39286.51,35163.86,11:55:14.904
stockZ,22854.40,21237.71,23132.84,22325.53,11:55:21.075
stockO,25054.19,23001.50,33113.06,29240.95,11:55:27.640
stockD,34317.77,28518.57,37502.22,28673.43,11:55:27.720
stockR,28612.76,24891.86,36355.85,30070.50,11:55:30.635
stockW,38624.30,38623.71,41400.46,39527.34,11:55:39.473
stockZ,30511.92,29892.59,33718.90,32072.99,11:55:45.197
stockI,47664.20,42457.59,49064.37,48657.64,11:55:52.648
stockM,50732.73,43423.16,52497.25,43749.03,11:55:56.501
stockL,45977.57,44012.61,48455.17,44327.16,11:56:00.596
stockD,36077.17,30222.38,37605.13,33297.22,11:56:06.447
stockW,15886.01,10798.65,25710.42,14877.72,11:56:24.113
stockV,43850.01,37620.22,61224.93,46284.13,11:56:36.701
stockW,53125.34,43249.73,64341.39,48589.51,11:56:48.098
stockA,40868.17,34723.61,59309.74,48427.67,11:56:48.329
stockU,37565.36,35304.94,43170.68,37039.91,11:57:05.866
stockT,34408.22,34289.35,37212.79,35613.02,11:57:10.609
stockY,22729.52,20868.11,60406.96,37110.83,11:57:17.861
stockG,39127.20,23263.21,43448.26,25458.49,11:57:22.275
stockC,28097.05,16028.77,38983.78,24977.45,11:57:26.156
stockM,27850.77,24226.31,38675.34,33913.84,11:57:35.471
stockV,34402.70,29511.08,44412.22,30914.37,11:57:37.579
stockN,29301.62,11567.20,31403.55,19472.14,11:57:46.331
stockO,39072.91,33343.06,39427.89,35116.46,11:57:50.736
stockX,25584.73,20955.39,31973.99,26624.76,11:57:55.142
stockC,54198.33,45975.85,56800.43,53819.89,11:57:58.019
stockT,56562.01,56132.22,58452.67,56470.36,11:58:06.898
stockE,35926.05,32536.95,52104.55,34715.10,11:58:21.539
stockO,34611.06,26711.57,46140.70,42736.33,11:58:23.695
stockW,37292.50,35577.14,38478.50,37543.48,11:58:27.588
stockO,48757.30,46980.22,48839.66,47968.39,11:58:43.296
stockB,32343.83,25955.08,40534.30,31609.34,11:58:56.146
stockU,29177.04,27925.53,30833.47,30031.52,11:59:00.759
stockB,32607.94,32060.52,32616.08,32344.42,11:59:04.581
stockO,39155.82,33875.61,48314.04,43700.83,11:59:06.201
stockP,35822.14,32367.01,38196.04,34729.83,11:59:08.301
stockQ,42173.40,19572.69,42208.42,38614.86,11:59:09.876
stockM,43569.16,39791.06,50515.81,43289.48,11:59:22.699
stockV,56026.06,42685.31,62386.49,53596.44,11:59:22.795
stockV,45049.11,44354.95,45183.28,44356.93,11:59:30.946
stockY,40617.45,35550.76,40886.44,39004.62,11:59:31.642
stockT,27302.76,17102.44,48360.30,41589.72,11:59:44.694
stockC,42508.36,41792.88,44440.59,43769.35,11:59:45.678
stockY,51821.90,43492.29,51998.40,46802.64,11:59:52.599
stockQ,33406.44,30457.53,43657.08,41245.01,12:00:03.578
stockL,33076.46,31153.65,34959.49,33805.91,12:00:07.933
stockT,39333.71,29490.38,47028.51,37068.38,12:00:32.774
stockG,58490.80,49378.81,62630.32,57366.08,12:00:33.805
stockG,35938.33,29076.22,37566.28,36040.89,12:00:35.391
stockX,31688.77,10994.80,61472.89,39494.68,12:00:40.330
stockZ,37722.99,34683.07,48405.52,42636.32,12:00:44.881
stockD,54931.64,38273.76,55158.78,43766.04,12:00:45.878
stockY,21726.30,12522.68,41098.01,15225.86,12:00:46.794
stockX,48706.92,30107.40,64875.76,61147.42,12:01:00.767
stockW,33650.42,31077.89,36391.81,31527.61,12:01:44.823
stockF,58551.96,31546.34,59189.16,58234.34,12:01:45.142
stockL,43887.39,43674.60,45416.42,44999.75,12:01:48.700
stockU,25736.52,24057.59,33260.42,25887.71,12:01:52.193
stockF,40072.50,31786.97,41683.41,36868.79,12:02:04.840
stockR,37711.72,30927.29,38040.36,36298.80,12:02:05.782
stockJ,31291.79,27246.44,34000.72,32000.13,12:02:06.149
stockG,31841.59,24207.27,55087.26,29367.06,12:02:10.546
stockZ,21224.72,21075.18,31303.58,28517.98,12:02:14.821
stockU,43948.05,43471.43,44477.74,44084.43,12:02:28.940
stockV,33348.30,30430.96,34479.30,33930.98,12:02:30.193
stockR,21604.58,20061.06,30419.69,22903.09,12:02:47.170
stockC,40345.05,38107.02,41024.55,39756.65,12:02:47.288
stockX,19618.32,16051.67,19693.84,16812.28,12:02:57.282
stockD,52349.95,49593.51,54638.07,52070.79,12:02:59.906
stockV,37059.69,36401.64,48838.98,39387.36,12:03:14.016
stockQ,43511.89,41276.25,46808.08,45491.71,12:03:16.754
stockH,44165.97,38366.23,55531.61,50327.68,12:03:19.310
stockB,32906.08,28054.09,38457.22,35694.43,12:03:22.293
stockT,38448.33,33468.90,42104.95,40844.88,12:03:33.591
stockB,51943.68,48513.59,52617.70,51306.01,12:03:34.924
stockG,28878.78,23989.93,29536.54,28563.80,12:03:40.981
stockE,45849.43,29912.54,49428.56,34261.96,12:03:44.965
stockS,42174.07,34805.46,56772.64,45590.93,12:03:50.541
stockC,32440.42,31895.78,36597.53,35292.87,12:03:58.247
stockR,44094.15,43201.34,46530.57,44489.91,12:04:02.755
stockI,40048.29,38542.17,40121.20,38610.19,12:04:09.868
stockH,49831.54,43668.87,50215.59,45216.52,12:04:19.407
stockR,42941.23,38652.88,47256.94,46247.65,12:04:26.377
stockI,38614.99,30802.17,41075.07,36781.91,12:04:43.524
stockE,24490.98,14246.50,40100.08,15179.08,12:04:53.294
stockU,62752.77,51548.31,63474.20,58485.62,12:05:11.833
stockK,38949.33,38399.62,39053.29,38518.84,12:05:25.842
